评论ID,版本,评论内容,情感标注,AI关键词
85617,3.7,希望是太空轻喜剧不是太空清洗剧😭😭,1,"希望,轻喜剧"
71708,3.4,这是轮回次数？如果是的话，白厄发疯也不难理解，要是不发疯已经是奇迹中的奇迹了[笑哭],1,"理解,奇迹"
103823,4.3,什么时候联动刀剑神域，最好是爱丽丝篇[脱单doge],1,"期待,联动"
99319,4.1,CA5D5BGFMN求求了,0,兑换码
21608,1.5,[doge],0,表情
79600,3.6,"有点失望了，这个版本视频里没有星跟昔涟互动，那下版本肯定男主主场了，卖昔涟ml也不带星  哎
星在一些重要的版本总是低男主一等啊[Mygo表情包_发送消息]",-1,"失望,偏心,男主"
8874,1.1,made in heaven,0,
61833,3.2,刚刚,0,
5049,1.0,没玩内测，想入坑。但是看了下感觉男孩纸角色太多了。希望以后能多点女孩纸。,-1,"希望,女角色少"
41960,2.3,大饼，一口吃不下![嘟嘟][嘟嘟],1,"期待,大饼"
14420,1.3,原神，出列！,0,玩梗
39962,2.3,呜呜呜呜呜萨姆我的萨姆[大哭],1,"喜爱,萨姆"
92134,4.0,没看懂今年是没OP了吗？,0,"询问,OP"
53448,2.7,音乐好听！！！,1,"音乐,好听"
95451,4.0,这个不改一下吗？_(:з」∠)_,0,
72840,3.4,还没看lancer死了吗？,0,询问
47292,2.4,云璃飞霄灵砂，月卡党的痛苦[微笑],-1,"痛苦,月卡党"
101881,4.2,1,0,
100373,4.2,有一说一，感觉那个面具不是满愿的，我觉得会有PV诈骗。虽然剧情里说别人带不了不属于自己的面具，但是这可是欢愉版本哎,0,"PV诈骗,怀疑"
18929,1.4,[原神_哇][原神_哼][原神_嗯][原神_欸嘿][原神_喝茶][原神_生气],0,
7717,1.1,米游社大别墅频道ID：hJpluSq，为明日方舟玩家创建的反米频道，为躲避搜索扬言今日要多次改名，一小时一个，曾使用“艾丝妲小姐单推协会”、“黑塔女士单推协会”等名称，其频道内容包括但不限于侮辱角色，使用玩家黑称，威胁进行开盒，私信骚扰，该频道创建者：“如果是甘雨的话”多次引导频道内人员进行私信骚扰和网暴，本人也多次发表侮辱性言论，并为明日方舟引流，请诸位玩家擦亮眼睛,-1,"侮辱,网暴,开盒"
30988,2.0,有刀,-1,刀
54305,3.0,来,0,
40728,2.3,[打call],1,打call
74240,3.4,狗哥的宝具动画都做出来了，这不拿出来卖？,0,"询问,宝具动画"
85695,3.7,期待结局大战,1,期待
100732,4.2,[doge_金箍][笑哭]韩配是不是月计啊,0,"韩配,月计"
100129,4.2,小鸟也进金灵里，星铁三周年夯爆了！三周年快乐！！,1,"夯爆,三周年快乐"
79269,3.5,我想根据个人感想说一下3.5剧情，就是我感觉有些地方太拖沓了，有些个人故事融进主线，本来在干某个事就突然来一个别的内容，还有剧情里要打来古士中间有好长一段，有些确实和主线相关没法删，但是真的很拖沓，来古士一直说话叨叨叨说谜语还有点听不太懂，对于普通的玩家有点困，我前面看的时候还挺投入的，到了打来古士这就有点困，就是个人感想没有喷的意思，后续剧情我还是很期待的,-1,"拖沓,困,谜语"
14183,1.3,呜呜呜小青龙,1,"喜欢,小青龙"
87708,3.8,可以骂吗？,0,询问
52373,2.6,01:21 非常好的信念，使我积极向上[doge],1,"信念,积极向上"
64664,3.2,这次的配音非常好诶,1,"配音,好"
63067,3.2,这么能送？那能不能直接把米池砍了，换成别歪行不行[大哭]你送我一版本的星琼全歪了还不如不送[大哭],-1,"歪了,失望,送星琼"
13669,1.2,饮月你好帅啊啊啊啊！[崩坏：星穹铁道_举牌][崩坏：星穹铁道_举牌][崩坏：星穹铁道_举牌],1,"帅,喜欢,厨力"
29546,2.0,为什么是烧鸡啊，说吧，列车组你想怎么嘎[微笑],-1,"烧鸡,不满"
97744,4.1,刚点开视频就看到评论区又刷低级号水军了,-1,"水军,低级号"
48997,2.5,兑换码,0,兑换码
60198,3.1,就更了个常驻差分，两个活动准确就一个，另外一个立本，是不是太少了,-1,"活动少,不满"
60076,3.1,"8UU5JPRKENPY
9CV5J69KE67L
WUV4KN8KW7N8",0,兑换码
34074,2.1,抽象,0,抽象
5594,1.0,不仅卷业内，还要卷自己，他真的，我哭死[doge][doge][doge],1,"卷,感动,哭死"
71025,3.4,居然还有狗哥！狗哥一定要实装啊啊啊啊啊[大哭]，我真的很喜欢狗哥啊啊啊啊，性格和战斗方式都太帅啦！一定要实装啊啊啊啊啊[大哭][大哭][大哭],1,"喜欢,实装,期待,帅"
49663,2.5,语音里是决战，但画面不一定[doge]mhy的pv老套路了,0,"套路,吐槽"
6343,1.0,"回合制pve?能好玩吗,又是打深渊？[笑哭]",-1,"质疑,打深渊"
44078,2.4,20:03来了,0,
66917,3.3,01:51 你干嘛～哎嗨呦～😭芽衣姐快来！,1,"期待,芽衣"
17460,1.3,还得是符玄,1,符玄
42776,2.3,螺丝一直在客串啊，那什么时候时装,0,"客串,时装"
71139,3.4,"QW9VXBRM9LEL
AFQVXBRLQLFU
BERCXBQ49LXY",0,兑换码
20691,1.5,啊！枝门！,1,枝门
17095,1.3,我停云呢[大哭],-1,"大哭,停云"
81719,3.6,米娜桑，昔链什么时候爆料啊,0,爆料
30718,2.0,呜呜呜流萤你快回来,1,"流萤,回来"
103897,4.3,狗哥:行了不用问了,0,
7106,1.1,"我朋友的评价是“如果放出来的是今晚看的那个串场，我想给制作组一个大逼兜，如果放出来的是新pv，得给制作组两个逼兜”[笑哭]
所以米哈游！把脸伸过来挨打！！！为什么不放主线啊啊啊啊啊啊啊啊啊啊",-1,"失望,逼兜,主线"
52804,2.7,乐土要来了呜呜呜,1,"乐土,期待"
47227,2.4,[星星眼],1,星星眼
6357,1.0,"突击检查！！！
大伟哥一共说了几个【诶↗】",0,突击检查
35214,2.2,woc知更鸟真的好好看啊啊啊啊啊啊我要当知更鸟小姐的爱犬啊啊啊啊啊啊（奸笑行走）（扭曲爬行）,1,"好看,爱犬,厨力"
9041,1.1,给各位没了解过崩坏的开拓者们科普下，老杨有个朋友和罗刹长得很像，关系好到在一个澡堂子里洗澡,0,"科普,关系"
15323,1.3,我停云呢[保卫萝卜_哭哭],-1,"哭哭,停云"
4621,1.0,原神不是开服号，老米的新游一定要当开服玩家[doge],0,"开服,期待"
44645,2.4,"直播没看全，
花火是不是插队了",0,"询问,花火"
53912,2.7,牢云cv怎么换成蒋丽了[doge],0,"cv,更换"
8679,1.1,黑塔太帅了[给心心],1,"帅,给心心"
53858,2.7,我靠,0,
23348,1.6,这实在是太有真理！[热词系列_哇酷哇酷],1,"真理,哇酷哇酷"
15286,1.3,饮月的狗的位置我先占了[脱单doge],1,"狗,占位,厨力"
79885,3.6,啊啊啊常驻玩法景元元,1,"常驻,景元元"
68621,3.3,猫猫困了,0,困了
13968,1.2,"所以为什么我打的时候uid卡成了两个？不仅这样我还在景元元满血幻胧最后一击本该进剧情的时候它跳出来一行字让我重新打
我：？？？",-1,"bug,卡uid,重新打"
86756,3.7,为什么弹幕都在刷爰门？,0,"询问,爰门"
103901,4.3,好帅的刃叔,1,"帅,刃叔"
47308,2.4,看来雪姨也要sp了,0,猜测
20988,1.5,这下真赛博龙脉，电子气运了哈哈哈哈哈哈，高强度冲浪的制作组,1,"有趣,高强度冲浪"
81400,3.6,你看这周日脸对吗[微笑],-1,"质疑,微笑"
20100,1.5,我来的好早。,0,
97165,4.1,来了 来了！！,1,期待
84025,3.7,竟然没有人提这个假药，那我来，翁法罗斯将迎来第四位星神，当时大家都在说三月傻，可别忘了她的“预言”从未落空，最近也都在传4.0是欢愉主场。当然，也有可能3.8翁有个后日谈，那时登场，顺便定下目的地。,0,"分析,猜测"
64235,3.2,奶妈只有白露，拐只有大鸭和缇宝，玩dot和龙丹的的推荐谁[笑哭][笑哭][笑哭][笑哭],0,"询问,推荐"
4984,1.0,"从设计上个人认为比较明显的学习了p5，站位和运镜，角色数量（这个倒不重要）。没看出有抄袭，东西全自己做的，要是哪个佬又扒出谁谁的动作设计像啥当我没说XD
电子游戏相互借鉴可太正常了，你要是觉得米哈游把好设计学了拿去赚手游钱恶心，那你说得对。可不敢和大佬杠[妙啊]",0,"分析,借鉴"
102916,4.3,星铁nb,1,赞美
40928,2.3,新人剑士不会是素裳吧？,0,猜测
17383,1.3,正好，枫丹全收集现在长草期了[伊万_打嗝],0,长草期
60756,3.1,我发现，三个PV里面只有中配万敌被捅没有喘,0,"发现,对比"
22981,1.6,崩铁NB!,1,赞美
64932,3.2,只抽一个的话，是给2+1黄泉补个椒丘，还是给0+1大黑塔补个那刻夏[灵魂出窍],0,"询问,选择"
31847,2.1,流萤[大哭][大哭]你怎么了我的流萤宝贝[大哭][大哭][大哭],-1,"担忧,伤心"
21131,1.5,在隔壁看不见我荧宝，怒而转战星穹铁道——星爷真帅[以闪亮之名_爱你哦],1,"转战,帅"
24006,1.6,这是拿了TGA这么6的吗老米，原神去年拿TGA奖项没，记不清了，好像啥也没送吧，不愧是崩坏系列游戏啊，好好学学某原，卡池概率最迷就属你某原，还最扣[吃瓜][吃瓜],-1,"扣,概率迷,吐槽"
15274,1.3,十连饮月君！！！[喜欢],1,"十连,喜欢"
70249,3.4,有狗哥但是没实机[大哭],-1,"没实机,大哭"
101081,4.2,啧啧，被压得这么狠没付推荐费吗？,-1,"被压,没付推荐费"
53091,2.7,BDZXWB4RJZC8,0,
11309,1.2,来了,0,
14761,1.3,"按老米开拓任务的标题
停云不会真    了吧？",0,猜测
9842,1.1,版更什么时候？也是周四吗？,0,询问
54763,3.0,期望是每天105，但是期望只是期望罢了，所以大家还是保底选100就好，赌狗我来当就好了[喜欢],1,"喜欢,赌狗"
58472,3.0,我想让点刀哥复刻,1,"想,复刻"
40002,2.3,QC9S2BE4XFDU          BVQSKTFMWXSQ    7U9T3BE4EEVG,0,
18119,1.4,桂乃芬你用谛听点炮仗，我缺的谛听，谁给我补啊[傲娇],1,"傲娇,有趣"
61570,3.1,家人们我来猜一把，有没有一种可能，我们现在看到的白厄是“过去”的白厄，而那位黑化的白厄（也不一定是白厄）才是“现在”的白厄（纯娱乐，纯瞎猜💦）[脱单doge],0,"猜测,娱乐"
53986,2.7,"看见我你该去兑换了
GVZFESL8JGUY
RCZEXSLQ3HVL
BDZXWB4RJZC8
wengfaluosi

上半
星期日+景元

下半
忘归人+流萤",0,兑换
58243,3.0,还在1.5w人观看，料太足了[喜极而泣],1,"料太足,喜极而泣"
100547,4.2,"下面的是兑换码喵[香奈美·追寻那道光 应援装扮_wink]
这个是兑换码
兑换码记得换
开拓者三周年快乐",0,兑换码
48225,2.5,想你了，牢日[大哭][大哭][大哭],1,"想你了,大哭"
60488,3.1,"大家好啊 
我是 提丰[doge]",0,doge
78903,3.5,气笑了,-1,气笑了
10479,1.2,[脱单doge],0,脱单doge
21424,1.5,云上五哓就剩个景元还正常，仙舟还一直出事,-1,"正常,出事"
46074,2.4,来了来了[doge],0,来了
6256,1.0,阿穹啊，，，各位拥有伟大的脸滴b友啊，，是上午十点公测还是晚上，，，周三什么的很崩溃啊,0,"公测,崩溃"
43409,2.3,这pv看起来咋像是最后要和花火干架？[疑惑][疑惑][doge],0,"疑惑,doge"
85807,3.7,劲呐，我玩星铁就是想看星舰大战。,1,"劲,星舰大战"
19843,1.4,去吧！胀胀！@亚食人,0,胀胀
92214,4.0,银狼微微一笑，我成尊不便是了,1,"微微一笑,成尊"
8474,1.1,原崩双长草，看来要先退游两个月了，下版本见吧,-1,"退游,长草"
60426,3.1,万敌你真的好帅啊[给心心],1,"好帅,给心心"
89598,3.8,看完前瞻我直接给 00 万敌补到 11 了[笑哭]不是你延期没事，小活动加两个嘛。不过现在都没有 4.0 的料，估计是真的全在大改吧，算是倒霉了，我真的挺期待欢愉的希望不要太影响质量，另外桑博可不是日系角色要不然就把他的 sp 端上来怎么说[吃瓜],1,"期待,补到,喜欢"
55834,3.0,流萤:有牛啊！,1,有趣
21304,1.5,注意力全被隔壁吸引走了hhhh,0,"注意力,吸引"
3053,1.0,[大哭],-1,大哭
70606,3.4,白厄的村子好像原神啊,0,"像,原神"
19675,1.4,说真的，1.4上线的时候你不如再搞个益达联动吧[妙啊],0,"联动,建议"
38759,2.2,我记得2.0的前瞻好像就说有两个仙舟朋友会来，原来是景元和龙丹[吃瓜],0,"记得,朋友"
59036,3.0,游戏不能做任何镜面反射是吧[doge]这是什么,0,"镜面反射,疑问"
36994,2.2,景元那一段难道是梦境吗？还是他真的来救场[笑哭][笑哭],0,"疑问,救场"
88103,3.8,繁育…..还在追…,0,"繁育,追"
17735,1.3,不得不抽爆符玄妈妈了[喜欢][喜欢][喜欢],1,"抽爆,喜欢"
52133,2.6,"🍌摆🍌满🍌香🍌蕉🍌的🍌小🍌岛🍌
🙈睡🙉蕉🐵小🙊猴🙉的🐒爱🐵巢🙊
🍌吃🍌完🍌香🍌蕉🍌就🍌睡🍌觉🍌
🐒快🙉快🐵乐🐵乐🐵没🙉烦🙊恼🐒
🍌睡🍌蕉🍌小🍌猴🍌真🍌是🍌好🍌
🙊幸🐒福🐵美🐵满🐵没🙉烦🐵恼🐒",0,"香蕉,小猴"
69017,3.3,虐猫区up主[BanGDream_有咲-汗],-1,"虐猫,汗"
103069,4.3,等等？这车票是怎么回事？！,0,"车票,疑问"
48934,2.5,"总结一下
4VLRRRRUEEEC
WU48998VWFXG
2D5RR98VXXXL
上半卡池:
飞霄(风 巡猎)，知更鸟，卡芙卡，黑天鹅
下半卡池:
灵砂(火 丰饶)，托帕
活动
仙舟演武仪典
送的十连抽
1000星琼10燃料
(感谢飞霄义母)",0,"总结,兑换码"
60939,3.1,"WUV4KN8KW7N8
9CV5J69KE67L
8UU5JPRKENPY",0,兑换码
20728,1.5,❤点 我 看 谛 听 可 爱 录 像❤物 美 价 廉❤,1,"可爱,物美价廉"
8633,1.1,镜流：小弟弟吃了吗，没吃吃我一剑,1,"有趣,玩梗"
53134,2.7,"我猜你们一定在找这个
上半：牢景，周天哥
下半：忘归人，流萤
2.7版本后直接接3.0版本
BDZXWB4RJZC8
RCZEXSLQ3HVL
GVZFESL8JGUY",0,"猜测,兑换码"
100604,4.2,"苏幕遮·叹往昔
红颜断，销魂残，喜悲难辨，日日故地望。偏会幻戏少绵情，他乡悉陌，还似霓裳舞。
参商动，离合忍，残烛恐熄，浮萍随风远。水尽山穷循迹去，回首安见，阑珊灯火处？",1,"创作,诗意"
97405,4.1,加强鸭鸭[大哭][大哭],-1,"加强,大哭"
40383,2.3,流萤！！！！！！,1,"流萤,喜爱"
46325,2.4,云璃小小的好萌啊,1,"云璃,萌"
69700,3.4,脑海里想象到白厄充满希望的放入火种后，结果眼前都是伙伴们的尸体躺在地上，望着依旧黑暗遍布、遍布灾厄的翁法罗斯绝望的跪在地上，盗火行者拖着半死的丹恒来到白厄眼前：轮回...开始...预言...虚假...，然后闪出昔涟被捅（就是玩家控制盗火行者一刀刀捅进去）的影像：抱歉了，我的救世主....,0,"想象,剧情推测"
7124,1.1,好耶[喜欢][喜欢],1,"好耶,喜欢"
5786,1.0,发车[打call],1,"发车,打call"
101581,4.2,[给心心],1,给心心
13756,1.2,[崩坏：星穹铁道_来了],0,表情
23270,1.6,最豪横的一集。,1,豪横
97051,4.1,好耶，前排，前排！才从前瞻出来，赶紧给我点赞，赶紧给我评论！,1,"好耶,前排,期待"
17345,1.3,符玄，嘿嘿我的符玄[惊喜],1,"符玄,惊喜"
30721,2.0,轻松？快乐？阳光？我为什么之前就信了你的鬼话。,-1,信了鬼话
76476,3.5,吓哭了。。。,-1,吓哭了
72660,3.4,小白的衣品「上衣黄 裤子大地兽紫」在本次海报有体现[思考],0,"衣品,思考"
76635,3.5,hh,0,
54715,3.0,瞬间700多条1.2w同事观看[星星眼],1,星星眼
81925,3.6,盾丹也太帅了。。。有种学校班里最好的男闺蜜突然摇身一变成成熟霸道总裁的安全感hhh,1,"帅,安全感"
97268,4.1,不死途性格真的好有意思，我以为是纯搞笑男呢，没想到有这么正经的一面,1,"有意思,正经"
49289,2.5,静流的眼罩掉了,0,眼罩掉了
39101,2.2,我将，点！燃！大！海！,1,点燃大海
76822,3.5,无语搜不到官方[tv_目瞪口呆],-1,"无语,搜不到"
30859,2.0,在你复活流萤之前...我的复仇，无止无休！,1,"复仇,无止无休"
51682,2.6,传下去开拓者新版本倒头就睡[黑眼圈_金箍],0,倒头就睡
29444,2.0,这个pv太强了,1,"pv,太强了"
30833,2.0,我个人倒是觉得这次的结局可能跟以前不一样，流萤说不定能上车。个人观点，不喜勿喷。,0,"个人观点,不喜勿喷"
6891,1.1,[脱单doge],0,表情
9411,1.1," 开池第一天：景元啊啊啊啊😭
关池倒数第十天：银狼啊啊啊啊啊😭😭",1,"期待,厨力"
59224,3.0,好耶 入坑7个月的小鸟黄泉厨昨天50抽出了鸟专和555精5 知更鸟1命也没歪 双向奔赴了属于是 祝点赞评论的朋友和我一样十连双金,1,"欧气,双向奔赴,祝福"
63454,3.2,刚入坑这个游戏不久就遇到这么好的周年庆，原谅我没吃过好的,1,"周年庆,好"
20425,1.5,这次的直播太欢乐了哈哈哈哈哈,1,"欢乐,直播"
24404,1.6,主要是内测强度真不差，正式前还砍了 。不管怎么说，义父在上,0,"内测,强度,义父"
51651,2.6,原神那边实在太残酷了，我得来星铁这边缓缓……[大哭][大哭][大哭],-1,"残酷,缓缓,大哭"
29591,2.0,姬子下车+烧鸡老师=最后一课[墨镜],0,"梗,最后一课"
38524,2.2,我嘞个天羽屠龙舞啊,0,梗
38403,2.2,我问一下知更鸟唱的那首歌叫什么？,0,"询问,歌名"
11237,1.2,十连，好哎！米卫兵续费成功了捏[脱单doge],1,"十连,米卫兵,续费"
26471,2.0,WC，这时长什么鬼,-1,"时长,吐槽"
21438,1.5,啊 枝门！,1,"厨力,枝门"
76584,3.5,[打call][打call][打call][打call],1,"打call,支持"
49248,2.5,"当飞霄想让貊泽处理人时be like：
老貊，我想吃鱼了。",0,"梗,玩梗"
