评论ID,版本,评论内容,评论时间,点赞数,情感标注,标注理由
49130,2.5,"下面是三个兑换码
2D5RR98VXXXL
WU48998VWFXG
4VLRRRRUEEEC
兑换码将在8月31日12点失效，大家注意时间兑换哦
祝开拓者们十连三金，永远不歪[给心心]",2024-08-30 20:26:45,1,,
27183,2.0,“我们是一个快乐健康阳光的游戏”,2024-01-26 21:09:29,2,,
102382,4.3,到了兄弟们，就是在学校没法上手[崩坏3·光辉矢愿_比心],2026-05-22 19:57:33,3,,
69274,3.3,CA2F5GK2MN，帮帮我[给心心],2025-05-11 11:54:25,1,,
60568,3.1,帅麻了,2025-02-14 20:28:20,0,,
34531,2.1,不管了 黄泉我先满为敬,2024-03-18 17:25:31,0,,
11560,1.2,我彦卿只打高端局[doge],2023-07-08 20:10:52,3,,
78888,3.5,现在刷到，，，我的兑换码呀,2025-08-04 00:01:21,4,,
69860,3.4,"为什么白厄和万敌打七圣召唤没赢过？
因为他是“牌厄”",2025-06-20 20:01:24,11,,
19102,1.4,好耶,2023-09-29 20:37:41,0,,
103997,4.3,是姬子用老祖绘世身体出来跑了一圈，回到二相乐园归寂又把这个身体抢回去捏成BOSS了。这次新发的立绘就是姬子真正的启程？,2026-05-23 03:45:07,14,,
22835,1.6,义父！！！！！！,2023-12-15 20:26:48,1,,
63831,3.2,这么说今年只有演唱会，是没有展子了是吧,2025-03-28 20:42:44,0,,
53144,2.7,"面对曾经的自己
与隔壁的人偶有异曲同工之妙",2024-11-22 20:13:54,0,,
36747,2.2,"星星粉碎？罗刹快跑！
天上的暴君啊，见识下星星毁灭的样子吧[脱单doge]",2024-04-26 20:22:29,1,,
50585,2.6,2VWS84DNRZXY,2024-10-11 20:06:39,0,,
70448,3.4,[崩坏3·光辉矢愿_回眸][崩坏3·光辉矢愿_比心]咦，赶上前排了！,2025-06-20 20:10:34,1,,
97662,4.1,"GEL37KXHDU9G
FXLKNKWHVURC
CE4K7KEYCUPQ",2026-03-13 20:07:59,0,,
41779,2.3,流萤的第三次死亡其实是这样：为了保护大家带着炸弹疯狂飞，结果炸弹是假的，导致流萤社死了[脱单doge],2024-06-07 20:24:55,9,,
58634,3.0,我压上我的阳寿，我要中50万！！！！砂金助我！！！,2025-01-03 12:14:57,2,,
25680,2.0,冲,2024-01-26 20:45:35,0,,
43125,2.3,很好奇，这次没有兑换码吗？我好像到处都找不到兑换码,2024-06-08 11:00:45,0,,
83196,3.7,大结局画面提前流出,2025-10-24 20:17:08,0,,
51547,2.6,估计没人注意到，主角的高桥留美子经典手势~,2024-10-11 20:29:15,9,,
53876,2.7,急急急急急，我现在就想跳过2.6和2.7，直接去翁法罗斯,2024-11-23 01:36:13,0,,
11786,1.2,[喜欢],2023-07-08 20:17:18,25,,
5684,1.0,有和我一起的吗？(=・ω・=),2023-03-25 18:02:03,1,,
34422,2.1,太空喜剧，咱们别搞刀什么的好吗😭,2024-03-17 14:52:45,0,,
41533,2.3,特效还是一言难尽,2024-06-07 20:18:41,0,,
11356,1.2,饮月[喜欢][喜欢][喜欢][喜欢]我滴老婆啊你终于出现了[喜欢][喜欢][喜欢],2023-07-08 20:07:49,0,,
32964,2.1,知道这是黄泉，但是加个角真的不是芽衣吗[藏狐],2024-03-16 21:04:45,1,,
31862,2.1,砂金啊啊啊啊啊啊我嗅到了刀的味道,2024-03-16 20:17:53,1,,
85617,3.7,希望是太空轻喜剧不是太空清洗剧😭😭,2025-10-24 22:40:43,4,,
71708,3.4,这是轮回次数？如果是的话，白厄发疯也不难理解，要是不发疯已经是奇迹中的奇迹了[笑哭],2025-06-20 20:35:09,0,,
103823,4.3,什么时候联动刀剑神域，最好是爱丽丝篇[脱单doge],2026-05-22 22:39:50,1,,
99319,4.1,CA5D5BGFMN求求了,2026-03-21 22:26:13,0,,
21608,1.5,[doge],2023-11-04 12:49:06,2,,
79600,3.6,"有点失望了，这个版本视频里没有星跟昔涟互动，那下版本肯定男主主场了，卖昔涟ml也不带星  哎
星在一些重要的版本总是低男主一等啊[Mygo表情包_发送消息]",2025-09-12 20:01:57,0,,
8874,1.1,made in heaven,2023-05-27 16:38:10,1,,
61833,3.2,刚刚,2025-03-28 20:01:05,0,,
5049,1.0,没玩内测，想入坑。但是看了下感觉男孩纸角色太多了。希望以后能多点女孩纸。,2023-03-25 11:23:27,1,,
41960,2.3,大饼，一口吃不下![嘟嘟][嘟嘟],2024-06-07 20:31:57,1,,
14420,1.3,原神，出列！,2023-08-18 20:01:56,0,,
39962,2.3,呜呜呜呜呜萨姆我的萨姆[大哭],2024-06-07 20:03:26,0,,
92134,4.0,没看懂今年是没OP了吗？,2026-02-06 20:31:42,0,,
53448,2.7,音乐好听！！！,2024-11-22 20:31:42,0,,
95451,4.0,这个不改一下吗？_(:з」∠)_,2026-02-06 21:47:15,0,,
72840,3.4,还没看lancer死了吗？,2025-06-20 21:21:14,0,,
47292,2.4,云璃飞霄灵砂，月卡党的痛苦[微笑],2024-07-20 02:12:40,1,,
101881,4.2,1,2026-05-01 23:03:03,0,,
100373,4.2,有一说一，感觉那个面具不是满愿的，我觉得会有PV诈骗。虽然剧情里说别人带不了不属于自己的面具，但是这可是欢愉版本哎,2026-04-10 20:53:19,1,,
18929,1.4,[原神_哇][原神_哼][原神_嗯][原神_欸嘿][原神_喝茶][原神_生气],2023-09-29 20:26:09,0,,
7717,1.1,米游社大别墅频道ID：hJpluSq，为明日方舟玩家创建的反米频道，为躲避搜索扬言今日要多次改名，一小时一个，曾使用“艾丝妲小姐单推协会”、“黑塔女士单推协会”等名称，其频道内容包括但不限于侮辱角色，使用玩家黑称，威胁进行开盒，私信骚扰，该频道创建者：“如果是甘雨的话”多次引导频道内人员进行私信骚扰和网暴，本人也多次发表侮辱性言论，并为明日方舟引流，请诸位玩家擦亮眼睛,2023-05-27 12:19:25,1,,
30988,2.0,有刀,2024-02-11 04:56:36,0,,
54305,3.0,来,2025-01-01 20:50:36,0,,
40728,2.3,[打call],2024-06-07 20:10:54,1,,
74240,3.4,狗哥的宝具动画都做出来了，这不拿出来卖？,2025-06-21 11:50:35,6,,
85695,3.7,期待结局大战,2025-10-24 23:06:16,0,,
100732,4.2,[doge_金箍][笑哭]韩配是不是月计啊,2026-04-10 21:30:09,1,,
100129,4.2,小鸟也进金灵里，星铁三周年夯爆了！三周年快乐！！,2026-04-10 20:46:13,0,,
79269,3.5,我想根据个人感想说一下3.5剧情，就是我感觉有些地方太拖沓了，有些个人故事融进主线，本来在干某个事就突然来一个别的内容，还有剧情里要打来古士中间有好长一段，有些确实和主线相关没法删，但是真的很拖沓，来古士一直说话叨叨叨说谜语还有点听不太懂，对于普通的玩家有点困，我前面看的时候还挺投入的，到了打来古士这就有点困，就是个人感想没有喷的意思，后续剧情我还是很期待的,2025-08-13 22:10:45,5,,
14183,1.3,呜呜呜小青龙,2023-08-18 20:00:58,0,,
87708,3.8,可以骂吗？,2025-12-05 20:01:14,6,,
52373,2.6,01:21 非常好的信念，使我积极向上[doge],2024-10-15 13:42:59,1,,
64664,3.2,这次的配音非常好诶,2025-03-29 02:14:00,0,,
63067,3.2,这么能送？那能不能直接把米池砍了，换成别歪行不行[大哭]你送我一版本的星琼全歪了还不如不送[大哭],2025-03-28 20:26:03,0,,
13669,1.2,饮月你好帅啊啊啊啊！[崩坏：星穹铁道_举牌][崩坏：星穹铁道_举牌][崩坏：星穹铁道_举牌],2023-07-10 10:31:51,4,,
29546,2.0,为什么是烧鸡啊，说吧，列车组你想怎么嘎[微笑],2024-01-27 13:20:48,0,,
97744,4.1,刚点开视频就看到评论区又刷低级号水军了,2026-03-13 20:08:21,6,,
48997,2.5,兑换码,2024-08-30 20:22:17,1,,
60198,3.1,就更了个常驻差分，两个活动准确就一个，另外一个立本，是不是太少了,2025-02-14 20:19:13,0,,
60076,3.1,"8UU5JPRKENPY
9CV5J69KE67L
WUV4KN8KW7N8",2025-02-14 20:17:28,2,,
34074,2.1,抽象,2024-03-17 00:07:45,0,,
5594,1.0,不仅卷业内，还要卷自己，他真的，我哭死[doge][doge][doge],2023-03-25 16:31:52,1,,
71025,3.4,居然还有狗哥！狗哥一定要实装啊啊啊啊啊[大哭]，我真的很喜欢狗哥啊啊啊啊，性格和战斗方式都太帅啦！一定要实装啊啊啊啊啊[大哭][大哭][大哭],2025-06-20 20:28:27,0,,
49663,2.5,语音里是决战，但画面不一定[doge]mhy的pv老套路了,2024-08-30 22:34:16,1,,
6343,1.0,"回合制pve?能好玩吗,又是打深渊？[笑哭]",2023-03-27 16:32:01,2,,
44078,2.4,20:03来了,2024-07-19 20:03:48,0,,
66917,3.3,01:51 你干嘛～哎嗨呦～😭芽衣姐快来！,2025-05-09 20:16:40,0,,
17460,1.3,还得是符玄,2023-08-19 00:58:24,0,,
42776,2.3,螺丝一直在客串啊，那什么时候时装,2024-06-07 23:53:05,8,,
71139,3.4,"QW9VXBRM9LEL
AFQVXBRLQLFU
BERCXBQ49LXY",2025-06-20 20:29:57,5,,
20691,1.5,啊！枝门！,2023-11-03 20:18:12,0,,
17095,1.3,我停云呢[大哭],2023-08-18 22:10:55,0,,
81719,3.6,米娜桑，昔链什么时候爆料啊,2025-09-12 21:06:03,0,,
30718,2.0,呜呜呜流萤你快回来,2024-02-07 10:36:34,2,,
103897,4.3,狗哥:行了不用问了,2026-05-22 23:38:57,1,,
7106,1.1,"我朋友的评价是“如果放出来的是今晚看的那个串场，我想给制作组一个大逼兜，如果放出来的是新pv，得给制作组两个逼兜”[笑哭]
所以米哈游！把脸伸过来挨打！！！为什么不放主线啊啊啊啊啊啊啊啊啊啊",2023-05-27 12:02:15,5,,
52804,2.7,乐土要来了呜呜呜,2024-11-22 19:54:35,3,,
47227,2.4,[星星眼],2024-07-20 00:42:30,1,,
6357,1.0,"突击检查！！！
大伟哥一共说了几个【诶↗】",2023-03-27 18:35:52,3,,
35214,2.2,woc知更鸟真的好好看啊啊啊啊啊啊我要当知更鸟小姐的爱犬啊啊啊啊啊啊（奸笑行走）（扭曲爬行）,2024-04-26 20:03:39,0,,
9041,1.1,给各位没了解过崩坏的开拓者们科普下，老杨有个朋友和罗刹长得很像，关系好到在一个澡堂子里洗澡,2023-05-27 17:40:20,0,,
15323,1.3,我停云呢[保卫萝卜_哭哭],2023-08-18 20:05:37,0,,
4621,1.0,原神不是开服号，老米的新游一定要当开服玩家[doge],2023-03-25 09:16:26,1,,
44645,2.4,"直播没看全，
花火是不是插队了",2024-07-19 20:08:06,0,,
53912,2.7,牢云cv怎么换成蒋丽了[doge],2024-11-23 06:39:28,1,,
8679,1.1,黑塔太帅了[给心心],2023-05-27 15:24:19,1,,
53858,2.7,我靠,2024-11-23 00:41:59,0,,
23348,1.6,这实在是太有真理！[热词系列_哇酷哇酷],2023-12-15 20:30:02,0,,
15286,1.3,饮月的狗的位置我先占了[脱单doge],2023-08-18 20:05:17,1,,
79885,3.6,啊啊啊常驻玩法景元元,2025-09-12 20:04:30,2,,
68621,3.3,猫猫困了,2025-05-10 00:32:09,2,,
13968,1.2,"所以为什么我打的时候uid卡成了两个？不仅这样我还在景元元满血幻胧最后一击本该进剧情的时候它跳出来一行字让我重新打
我：？？？",2023-07-19 19:54:40,3,,
86756,3.7,为什么弹幕都在刷爰门？,2025-11-02 12:23:37,7,,
103901,4.3,好帅的刃叔,2026-05-22 23:41:53,1,,
47308,2.4,看来雪姨也要sp了,2024-07-20 03:25:05,0,,
20988,1.5,这下真赛博龙脉，电子气运了哈哈哈哈哈哈，高强度冲浪的制作组,2023-11-03 21:25:53,337,,
81400,3.6,你看这周日脸对吗[微笑],2025-09-12 20:26:21,9,,
20100,1.5,我来的好早。,2023-11-03 20:01:38,0,,
97165,4.1,来了 来了！！,2026-03-13 20:06:06,0,,
84025,3.7,竟然没有人提这个假药，那我来，翁法罗斯将迎来第四位星神，当时大家都在说三月傻，可别忘了她的“预言”从未落空，最近也都在传4.0是欢愉主场。当然，也有可能3.8翁有个后日谈，那时登场，顺便定下目的地。,2025-10-24 20:24:07,0,,
64235,3.2,奶妈只有白露，拐只有大鸭和缇宝，玩dot和龙丹的的推荐谁[笑哭][笑哭][笑哭][笑哭],2025-03-28 21:24:42,0,,
4984,1.0,"从设计上个人认为比较明显的学习了p5，站位和运镜，角色数量（这个倒不重要）。没看出有抄袭，东西全自己做的，要是哪个佬又扒出谁谁的动作设计像啥当我没说XD
电子游戏相互借鉴可太正常了，你要是觉得米哈游把好设计学了拿去赚手游钱恶心，那你说得对。可不敢和大佬杠[妙啊]",2023-03-25 11:00:25,2,,
102916,4.3,星铁nb,2026-05-22 20:01:41,1,,
40928,2.3,新人剑士不会是素裳吧？,2024-06-07 20:12:10,26,,
17383,1.3,正好，枫丹全收集现在长草期了[伊万_打嗝],2023-08-18 23:52:10,0,,
60756,3.1,我发现，三个PV里面只有中配万敌被捅没有喘,2025-02-14 20:39:50,1,,
22981,1.6,崩铁NB!,2023-12-15 20:27:37,0,,
64932,3.2,只抽一个的话，是给2+1黄泉补个椒丘，还是给0+1大黑塔补个那刻夏[灵魂出窍],2025-03-29 19:38:45,1,,
31847,2.1,流萤[大哭][大哭]你怎么了我的流萤宝贝[大哭][大哭][大哭],2024-03-16 20:17:17,0,,
21131,1.5,在隔壁看不见我荧宝，怒而转战星穹铁道——星爷真帅[以闪亮之名_爱你哦],2023-11-03 22:16:30,5,,
24006,1.6,这是拿了TGA这么6的吗老米，原神去年拿TGA奖项没，记不清了，好像啥也没送吧，不愧是崩坏系列游戏啊，好好学学某原，卡池概率最迷就属你某原，还最扣[吃瓜][吃瓜],2023-12-15 21:12:42,4,,
15274,1.3,十连饮月君！！！[喜欢],2023-08-18 20:05:12,1,,
70249,3.4,有狗哥但是没实机[大哭],2025-06-20 20:06:06,0,,
101081,4.2,啧啧，被压得这么狠没付推荐费吗？,2026-04-11 10:20:54,0,,
53091,2.7,BDZXWB4RJZC8,2024-11-22 20:08:10,0,,
11309,1.2,来了,2023-07-08 20:07:14,0,,
14761,1.3,"按老米开拓任务的标题
停云不会真    了吧？",2023-08-18 20:02:52,1,,
9842,1.1,版更什么时候？也是周四吗？,2023-05-31 09:49:49,1,,
54763,3.0,期望是每天105，但是期望只是期望罢了，所以大家还是保底选100就好，赌狗我来当就好了[喜欢],2025-01-01 20:54:28,0,,
58472,3.0,我想让点刀哥复刻,2025-01-02 21:15:34,1,,
40002,2.3,QC9S2BE4XFDU          BVQSKTFMWXSQ    7U9T3BE4EEVG,2024-06-07 20:04:04,1,,
18119,1.4,桂乃芬你用谛听点炮仗，我缺的谛听，谁给我补啊[傲娇],2023-09-29 20:03:43,30,,
61570,3.1,家人们我来猜一把，有没有一种可能，我们现在看到的白厄是“过去”的白厄，而那位黑化的白厄（也不一定是白厄）才是“现在”的白厄（纯娱乐，纯瞎猜💦）[脱单doge],2025-02-15 23:48:08,2,,
53986,2.7,"看见我你该去兑换了
GVZFESL8JGUY
RCZEXSLQ3HVL
BDZXWB4RJZC8
wengfaluosi

上半
星期日+景元

下半
忘归人+流萤",2024-11-23 14:25:38,5,,
58243,3.0,还在1.5w人观看，料太足了[喜极而泣],2025-01-02 13:06:22,0,,
100547,4.2,"下面的是兑换码喵[香奈美·追寻那道光 应援装扮_wink]
这个是兑换码
兑换码记得换
开拓者三周年快乐",2026-04-10 21:04:44,79,,
48225,2.5,想你了，牢日[大哭][大哭][大哭],2024-08-30 20:10:01,1,,
60488,3.1,"大家好啊 
我是 提丰[doge]",2025-02-14 20:25:49,4,,
78903,3.5,气笑了,2025-08-04 01:14:46,2,,
10479,1.2,[脱单doge],2023-07-08 19:50:41,0,,
21424,1.5,云上五哓就剩个景元还正常，仙舟还一直出事,2023-11-04 09:29:36,2,,
46074,2.4,来了来了[doge],2024-07-19 20:19:56,0,,
6256,1.0,阿穹啊，，，各位拥有伟大的脸滴b友啊，，是上午十点公测还是晚上，，，周三什么的很崩溃啊,2023-03-26 21:11:08,5,,
43409,2.3,这pv看起来咋像是最后要和花火干架？[疑惑][疑惑][doge],2024-06-11 07:36:41,0,,
85807,3.7,劲呐，我玩星铁就是想看星舰大战。,2025-10-24 23:55:47,1,,
19843,1.4,去吧！胀胀！@亚食人,2023-09-30 14:32:00,0,,
92214,4.0,银狼微微一笑，我成尊不便是了,2026-02-06 20:31:51,0,,
8474,1.1,原崩双长草，看来要先退游两个月了，下版本见吧,2023-05-27 13:53:57,2,,
60426,3.1,万敌你真的好帅啊[给心心],2025-02-14 20:23:59,1,,
89598,3.8,看完前瞻我直接给 00 万敌补到 11 了[笑哭]不是你延期没事，小活动加两个嘛。不过现在都没有 4.0 的料，估计是真的全在大改吧，算是倒霉了，我真的挺期待欢愉的希望不要太影响质量，另外桑博可不是日系角色要不然就把他的 sp 端上来怎么说[吃瓜],2025-12-05 20:21:32,0,,
55834,3.0,流萤:有牛啊！,2025-01-01 21:30:08,2,,
21304,1.5,注意力全被隔壁吸引走了hhhh,2023-11-04 00:41:43,3,,
3053,1.0,[大哭],2023-03-25 00:07:50,1,,
70606,3.4,白厄的村子好像原神啊,2025-06-20 20:15:28,0,,
19675,1.4,说真的，1.4上线的时候你不如再搞个益达联动吧[妙啊],2023-09-29 23:54:33,1,,
38759,2.2,我记得2.0的前瞻好像就说有两个仙舟朋友会来，原来是景元和龙丹[吃瓜],2024-04-27 10:09:10,11,,
59036,3.0,游戏不能做任何镜面反射是吧[doge]这是什么,2025-01-10 20:50:15,0,,
36994,2.2,景元那一段难道是梦境吗？还是他真的来救场[笑哭][笑哭],2024-04-26 20:28:38,5,,
88103,3.8,繁育…..还在追…,2025-12-05 20:02:34,0,,
17735,1.3,不得不抽爆符玄妈妈了[喜欢][喜欢][喜欢],2023-08-19 23:19:08,0,,
52133,2.6,"🍌摆🍌满🍌香🍌蕉🍌的🍌小🍌岛🍌
🙈睡🙉蕉🐵小🙊猴🙉的🐒爱🐵巢🙊
🍌吃🍌完🍌香🍌蕉🍌就🍌睡🍌觉🍌
🐒快🙉快🐵乐🐵乐🐵没🙉烦🙊恼🐒
🍌睡🍌蕉🍌小🍌猴🍌真🍌是🍌好🍌
🙊幸🐒福🐵美🐵满🐵没🙉烦🐵恼🐒",2024-10-12 02:06:29,1,,
69017,3.3,虐猫区up主[BanGDream_有咲-汗],2025-05-10 12:31:49,10,,
103069,4.3,等等？这车票是怎么回事？！,2026-05-22 20:03:43,1,,
48934,2.5,"总结一下
4VLRRRRUEEEC
WU48998VWFXG
2D5RR98VXXXL
上半卡池:
飞霄(风 巡猎)，知更鸟，卡芙卡，黑天鹅
下半卡池:
灵砂(火 丰饶)，托帕
活动
仙舟演武仪典
送的十连抽
1000星琼10燃料
(感谢飞霄义母)",2024-08-30 20:20:28,165,,
60939,3.1,"WUV4KN8KW7N8
9CV5J69KE67L
8UU5JPRKENPY",2025-02-14 21:11:33,4,,
20728,1.5,❤点 我 看 谛 听 可 爱 录 像❤物 美 价 廉❤,2023-11-03 20:23:07,0,,
8633,1.1,镜流：小弟弟吃了吗，没吃吃我一剑,2023-05-27 14:58:00,1,,
53134,2.7,"我猜你们一定在找这个
上半：牢景，周天哥
下半：忘归人，流萤
2.7版本后直接接3.0版本
BDZXWB4RJZC8
RCZEXSLQ3HVL
GVZFESL8JGUY",2024-11-22 20:13:25,59,,
100604,4.2,"苏幕遮·叹往昔
红颜断，销魂残，喜悲难辨，日日故地望。偏会幻戏少绵情，他乡悉陌，还似霓裳舞。
参商动，离合忍，残烛恐熄，浮萍随风远。水尽山穷循迹去，回首安见，阑珊灯火处？",2026-04-10 21:10:43,42,,
97405,4.1,加强鸭鸭[大哭][大哭],2026-03-13 20:06:54,0,,
40383,2.3,流萤！！！！！！,2024-06-07 20:08:53,0,,
46325,2.4,云璃小小的好萌啊,2024-07-19 20:27:05,0,,
69700,3.4,脑海里想象到白厄充满希望的放入火种后，结果眼前都是伙伴们的尸体躺在地上，望着依旧黑暗遍布、遍布灾厄的翁法罗斯绝望的跪在地上，盗火行者拖着半死的丹恒来到白厄眼前：轮回...开始...预言...虚假...，然后闪出昔涟被捅（就是玩家控制盗火行者一刀刀捅进去）的影像：抱歉了，我的救世主....,2025-06-20 20:00:21,9,,
